region,year,area_total,level,drop_flag,region_type
Алтайский край,2007,3576.553,region,False,krai
Алтайский край,2008,3781.666,region,False,krai
Алтайский край,2009,3803.968,region,False,krai
Алтайский край,2010,3393.564,region,False,krai
Алтайский край,2011,3628.322,region,False,krai
Алтайский край,2012,3538.062,region,False,krai
Алтайский край,2013,3536.192,region,False,krai
Алтайский край,2014,3717.01,region,False,krai
Алтайский край,2015,3632.101,region,False,krai
Алтайский край,2016,3646.225,region,False,krai
Алтайский край,2017,3746.324000000001,region,False,krai
Алтайский край,2018,3240.382,region,False,krai
Алтайский край,2019,3169.043,region,False,krai
Алтайский край,2020,3289.34,region,False,krai
Алтайский край,2021,3234.649,region,False,krai
Алтайский край,2022,3353.13131,region,False,krai
Алтайский край,2023,3352.99945,region,False,krai
Амурская область,2007,231.975,region,False,oblast
Амурская область,2008,258.398,region,False,oblast
Амурская область,2009,247.87,region,False,oblast
Амурская область,2010,204.448,region,False,oblast
Амурская область,2011,189.62,region,False,oblast
Амурская область,2012,223.388,region,False,oblast
Амурская область,2013,178.086,region,False,oblast
Амурская область,2014,194.908,region,False,oblast
Амурская область,2015,180.726,region,False,oblast
Амурская область,2016,219.427,region,False,oblast
Амурская область,2017,201.254,region,False,oblast
Амурская область,2018,204.19,region,False,oblast
Амурская область,2019,232.089,region,False,oblast
Амурская область,2020,220.139,region,False,oblast
Амурская область,2021,194.755,region,False,oblast
Амурская область,2022,180.08813,region,False,oblast
Амурская область,2023,198.00706,region,False,oblast
Архангельская область,2007,3.233,region,False,oblast
Архангельская область,2008,1.844,region,False,oblast
Архангельская область,2009,1.811,region,False,oblast
Архангельская область,2010,2.24,region,False,oblast
Архангельская область,2011,3.156,region,False,oblast
Архангельская область,2012,2.69,region,False,oblast
Архангельская область,2013,2.418,region,False,oblast
Архангельская область,2014,3.018,region,False,oblast
Архангельская область,2015,2.799,region,False,oblast
Архангельская область,2016,3.17,region,False,oblast
Архангельская область,2017,1.294,region,False,oblast
Архангельская область,2018,1.071,region,False,oblast
Архангельская область,2019,0.819,region,False,oblast
Архангельская область,2020,0.31,region,False,oblast
Архангельская область,2021,999999999.0,region,False,oblast
Астраханская область,2007,24.88,region,False,oblast
Астраханская область,2008,23.525,region,False,oblast
Астраханская область,2009,24.453,region,False,oblast
Астраханская область,2010,22.957,region,False,oblast
Астраханская область,2011,21.256,region,False,oblast
Астраханская область,2012,17.677,region,False,oblast
Астраханская область,2013,13.39,region,False,oblast
Астраханская область,2014,13.106,region,False,oblast
Астраханская область,2015,11.761,region,False,oblast
Астраханская область,2016,10.06,region,False,oblast
Астраханская область,2017,11.933,region,False,oblast
Астраханская область,2018,15.746,region,False,oblast
Астраханская область,2019,15.125,region,False,oblast
Астраханская область,2020,15.196,region,False,oblast
Астраханская область,2021,17.008,region,False,oblast
Астраханская область,2022,23.02355,region,False,oblast
Белгородская область,2007,757.866,region,False,oblast
Белгородская область,2008,839.856,region,False,oblast
Белгородская область,2009,821.0120000000001,region,False,oblast
Белгородская область,2010,613.766,region,False,oblast
Белгородская область,2011,722.1179999999999,region,False,oblast
Белгородская область,2012,747.79,region,False,oblast
Белгородская область,2013,819.579,region,False,oblast
Белгородская область,2014,794.097,region,False,oblast
Белгородская область,2015,790.796,region,False,oblast
Белгородская область,2016,739.6759999999999,region,False,oblast
Белгородская область,2017,750.562,region,False,oblast
Белгородская область,2018,738.521,region,False,oblast
Белгородская область,2019,714.153,region,False,oblast
Белгородская область,2020,737.943,region,False,oblast
Белгородская область,2021,681.265,region,False,oblast
Белгородская область,2022,730.98659,region,False,oblast
Белгородская область,2023,651.89505,region,False,oblast
Брянская область,2007,272.983,region,False,oblast
Брянская область,2008,290.022,region,False,oblast
Брянская область,2009,314.016,region,False,oblast
Брянская область,2010,316.704,region,False,oblast
Брянская область,2011,290.489,region,False,oblast
Брянская область,2012,314.662,region,False,oblast
Брянская область,2013,331.556,region,False,oblast
Брянская область,2014,320.127,region,False,oblast
Брянская область,2015,322.538,region,False,oblast
Брянская область,2016,384.8030000000001,region,False,oblast
Брянская область,2017,392.9059999999999,region,False,oblast
Брянская область,2018,374.424,region,False,oblast
Брянская область,2019,387.03,region,False,oblast
Брянская область,2020,406.802,region,False,oblast
Брянская область,2021,407.406,region,False,oblast
Брянская область,2022,378.0186,region,False,oblast
Брянская область,2023,369.2651,region,False,oblast
Владимирская область,2007,95.80100000000002,region,False,oblast
Владимирская область,2008,106.975,region,False,oblast
Владимирская область,2009,84.26,region,False,oblast
Владимирская область,2010,83.717,region,False,oblast
Владимирская область,2011,87.419,region,False,oblast
Владимирская область,2012,84.742,region,False,oblast
Владимирская область,2013,88.093,region,False,oblast
Владимирская область,2014,81.516,region,False,oblast
Владимирская область,2015,89.92599999999999,region,False,oblast
Владимирская область,2016,93.21100000000001,region,False,oblast
Владимирская область,2017,85.362,region,False,oblast
Владимирская область,2018,78.341,region,False,oblast
Владимирская область,2019,80.295,region,False,oblast
Владимирская область,2020,82.937,region,False,oblast
Владимирская область,2021,90.861,region,False,oblast
Владимирская область,2022,91.52249,region,False,oblast
Владимирская область,2023,90.00091,region,False,oblast
Волгоградская область,2007,2129.676,region,False,oblast
Волгоградская область,2008,2149.123,region,False,oblast
Волгоградская область,2009,2052.695,region,False,oblast
Волгоградская область,2010,1619.949,region,False,oblast
Волгоградская область,2011,1631.009,region,False,oblast
Волгоградская область,2012,1963.377,region,False,oblast
Волгоградская область,2013,1899.545,region,False,oblast
Волгоградская область,2014,1950.981,region,False,oblast
Волгоградская область,2015,1922.198,region,False,oblast
Волгоградская область,2016,1925.519,region,False,oblast
Волгоградская область,2017,2156.011,region,False,oblast
Волгоградская область,2018,2215.878,region,False,oblast
Волгоградская область,2019,2162.251,region,False,oblast
Волгоградская область,2020,2083.69,region,False,oblast
Волгоградская область,2021,1831.102,region,False,oblast
Волгоградская область,2022,2197.84003,region,False,oblast
Волгоградская область,2023,2135.50973,region,False,oblast
Вологодская область,2007,125.417,region,False,oblast
Вологодская область,2008,147.323,region,False,oblast
Вологодская область,2009,132.073,region,False,oblast
Вологодская область,2010,133.714,region,False,oblast
Вологодская область,2011,131.78,region,False,oblast
Вологодская область,2012,119.339,region,False,oblast
Вологодская область,2013,108.998,region,False,oblast
Вологодская область,2014,105.773,region,False,oblast
Вологодская область,2015,116.657,region,False,oblast
Вологодская область,2016,116.41,region,False,oblast
Вологодская область,2017,111.335,region,False,oblast
Вологодская область,2018,103.807,region,False,oblast
Вологодская область,2019,103.336,region,False,oblast
Вологодская область,2020,86.441,region,False,oblast
Вологодская область,2021,91.158,region,False,oblast
Вологодская область,2022,91.16334,region,False,oblast
Вологодская область,2023,90.01716,region,False,oblast
Воронежская область,2007,1204.565,region,False,oblast
Воронежская область,2008,1356.3,region,False,oblast
Воронежская область,2009,1389.449,region,False,oblast
Воронежская область,2010,1083.957,region,False,oblast
Воронежская область,2011,1310.443,region,False,oblast
Воронежская область,2012,1383.113,region,False,oblast
Воронежская область,2013,1455.376,region,False,oblast
Воронежская область,2014,1420.103,region,False,oblast
Воронежская область,2015,1448.048,region,False,oblast
Воронежская область,2016,1436.764,region,False,oblast
Воронежская область,2017,1486.684,region,False,oblast
Воронежская область,2018,1464.873,region,False,oblast
Воронежская область,2019,1508.162,region,False,oblast
Воронежская область,2020,1584.411,region,False,oblast
Воронежская область,2021,1401.451,region,False,oblast
Воронежская область,2022,1619.73901,region,False,oblast
Воронежская область,2023,1466.43305,region,False,oblast
Еврейская автономная область,2007,23.033,region,False,oblast
Еврейская автономная область,2008,23.36500000000001,region,False,oblast
Еврейская автономная область,2009,23.915,region,False,oblast
Еврейская автономная область,2010,14.587,region,False,oblast
Еврейская автономная область,2011,18.134,region,False,oblast
Еврейская автономная область,2012,17.084,region,False,oblast
Еврейская автономная область,2013,9.315,region,False,oblast
Еврейская автономная область,2014,9.943,region,False,oblast
Еврейская автономная область,2015,7.114999999999999,region,False,oblast
Еврейская автономная область,2016,7.306,region,False,oblast
Еврейская автономная область,2017,7.056999999999999,region,False,oblast
Еврейская автономная область,2018,5.654,region,False,oblast
Еврейская автономная область,2019,6.039,region,False,oblast
Еврейская автономная область,2020,5.23,region,False,oblast
Еврейская автономная область,2021,4.872,region,False,oblast
Еврейская автономная область,2022,5.7003,region,False,oblast
Еврейская автономная область,2023,6.9409,region,False,oblast
Забайкальский край,2007,193.746,region,False,krai
Забайкальский край,2008,178.414,region,False,krai
Забайкальский край,2009,180.853,region,False,krai
Забайкальский край,2010,152.38,region,False,krai
Забайкальский край,2011,155.766,region,False,krai
Забайкальский край,2012,143.236,region,False,krai
Забайкальский край,2013,142.511,region,False,krai
Забайкальский край,2014,144.053,region,False,krai
Забайкальский край,2015,140.472,region,False,krai
Забайкальский край,2016,132.59,region,False,krai
Забайкальский край,2017,126.083,region,False,krai
Забайкальский край,2018,122.783,region,False,krai
Забайкальский край,2019,119.701,region,False,krai
Забайкальский край,2020,112.022,region,False,krai
Забайкальский край,2021,115.299,region,False,krai
Забайкальский край,2022,122.79699,region,False,krai
Забайкальский край,2023,117.1791,region,False,krai
Ивановская область,2007,66.568,region,False,oblast
Ивановская область,2008,72.692,region,False,oblast
Ивановская область,2009,68.367,region,False,oblast
Ивановская область,2010,67.542,region,False,oblast
Ивановская область,2011,64.92699999999999,region,False,oblast
Ивановская область,2012,63.465,region,False,oblast
Ивановская область,2013,64.616,region,False,oblast
Ивановская область,2014,62.16199999999999,region,False,oblast
Ивановская область,2015,64.133,region,False,oblast
Ивановская область,2016,66.07300000000001,region,False,oblast
Ивановская область,2017,64.341,region,False,oblast
Ивановская область,2018,62.028,region,False,oblast
Ивановская область,2019,60.633,region,False,oblast
Ивановская область,2020,62.212,region,False,oblast
Ивановская область,2021,63.908,region,False,oblast
Ивановская область,2022,68.4221,region,False,oblast
Ивановская область,2023,67.50999,region,False,oblast
Иркутская область,2007,409.372,region,False,oblast
Иркутская область,2008,421.136,region,False,oblast
Иркутская область,2009,410.812,region,False,oblast
Иркутская область,2010,357.925,region,False,oblast
Иркутская область,2011,377.462,region,False,oblast
Иркутская область,2012,391.173,region,False,oblast
Иркутская область,2013,398.528,region,False,oblast
Иркутская область,2014,406.637,region,False,oblast
Иркутская область,2015,409.359,region,False,oblast
Иркутская область,2016,405.5719999999999,region,False,oblast
Иркутская область,2017,427.09,region,False,oblast
Иркутская область,2018,437.382,region,False,oblast
Иркутская область,2019,432.134,region,False,oblast
Иркутская область,2020,417.816,region,False,oblast
Иркутская область,2021,410.351,region,False,oblast
Иркутская область,2022,405.9151,region,False,oblast
Иркутская область,2023,392.4481,region,False,oblast
Кабардино-Балкарская Республика,2007,180.88,region,False,republic
Кабардино-Балкарская Республика,2008,196.122,region,False,republic
Кабардино-Балкарская Республика,2009,191.041,region,False,republic
Кабардино-Балкарская Республика,2010,175.358,region,False,republic
Кабардино-Балкарская Республика,2011,182.404,region,False,republic
Кабардино-Балкарская Республика,2012,194.586,region,False,republic
Кабардино-Балкарская Республика,2013,207.736,region,False,republic
Кабардино-Балкарская Республика,2014,207.161,region,False,republic
Кабардино-Балкарская Республика,2015,207.817,region,False,republic
Кабардино-Балкарская Республика,2016,207.673,region,False,republic
Кабардино-Балкарская Республика,2017,210.677,region,False,republic
Кабардино-Балкарская Республика,2018,209.11,region,False,republic
Кабардино-Балкарская Республика,2019,212.093,region,False,republic
Кабардино-Балкарская Республика,2020,218.021,region,False,republic
Кабардино-Балкарская Республика,2021,222.787,region,False,republic
Кабардино-Балкарская Республика,2022,215.62731,region,False,republic
Кабардино-Балкарская Республика,2023,230.7104,region,False,republic
Калининградская область,2007,72.532,region,False,oblast
Калининградская область,2008,65.935,region,False,oblast
Калининградская область,2009,72.94900000000001,region,False,oblast
Калининградская область,2010,63.97,region,False,oblast
Калининградская область,2011,63.53799999999999,region,False,oblast
Калининградская область,2012,73.41,region,False,oblast
Калининградская область,2013,89.921,region,False,oblast
Калининградская область,2014,112.663,region,False,oblast
Калининградская область,2015,132.614,region,False,oblast
Калининградская область,2016,133.803,region,False,oblast
Калининградская область,2017,125.451,region,False,oblast
Калининградская область,2018,104.249,region,False,oblast
Калининградская область,2019,131.408,region,False,oblast
Калининградская область,2020,137.284,region,False,oblast
Калининградская область,2021,149.167,region,False,oblast
Калининградская область,2022,135.98444,region,False,oblast
Калининградская область,2023,129.22139,region,False,oblast
Калужская область,2007,77.41,region,False,oblast
Калужская область,2008,97.766,region,False,oblast
Калужская область,2009,93.349,region,False,oblast
Калужская область,2010,75.40499999999999,region,False,oblast
Калужская область,2011,79.367,region,False,oblast
Калужская область,2012,79.746,region,False,oblast
Калужская область,2013,70.078,region,False,oblast
Калужская область,2014,68.84200000000001,region,False,oblast
Калужская область,2015,83.977,region,False,oblast
Калужская область,2016,82.44099999999999,region,False,oblast
Калужская область,2017,91.752,region,False,oblast
Калужская область,2018,77.092,region,False,oblast
Калужская область,2019,84.033,region,False,oblast
Калужская область,2020,99.319,region,False,oblast
Калужская область,2021,89.558,region,False,oblast
Калужская область,2022,93.80355,region,False,oblast
Калужская область,2023,83.24171,region,False,oblast
Камчатский край,2007,0.34,region,False,krai
Камчатский край,2008,0.334,region,False,krai
Камчатский край,2009,0.221,region,False,krai
Камчатский край,2010,0.26,region,False,krai
Камчатский край,2011,0.174,region,False,krai
Камчатский край,2012,0.054,region,False,krai
Камчатский край,2013,0.064,region,False,krai
Камчатский край,2014,0.136,region,False,krai
Камчатский край,2015,0.123,region,False,krai
Камчатский край,2016,0.115,region,False,krai
Камчатский край,2017,0.142,region,False,krai
Камчатский край,2018,0.049,region,False,krai
Камчатский край,2019,0.053,region,False,krai
Камчатский край,2020,0.015,region,False,krai
Камчатский край,2021,0.015,region,False,krai
Камчатский край,2022,0.135,region,False,krai
Камчатский край,2023,0.5233,region,False,krai
Карачаево-Черкесская Республика,2007,66.806,region,False,republic
Карачаево-Черкесская Республика,2008,65.477,region,False,republic
Карачаево-Черкесская Республика,2009,78.44699999999999,region,False,republic
Карачаево-Черкесская Республика,2010,58.953,region,False,republic
Карачаево-Черкесская Республика,2011,76.123,region,False,republic
Карачаево-Черкесская Республика,2012,75.203,region,False,republic
Карачаево-Черкесская Республика,2013,81.57600000000001,region,False,republic
Карачаево-Черкесская Республика,2014,84.60600000000001,region,False,republic
Карачаево-Черкесская Республика,2015,93.73799999999999,region,False,republic
Карачаево-Черкесская Республика,2016,101.92,region,False,republic
Карачаево-Черкесская Республика,2017,96.341,region,False,republic
Карачаево-Черкесская Республика,2018,106.845,region,False,republic
Карачаево-Черкесская Республика,2019,100.397,region,False,republic
Карачаево-Черкесская Республика,2020,104.202,region,False,republic
Карачаево-Черкесская Республика,2021,90.567,region,False,republic
Карачаево-Черкесская Республика,2022,81.39785,region,False,republic
Карачаево-Черкесская Республика,2023,95.71887,region,False,republic
Кемеровская область,2007,744.6279999999999,region,False,oblast
Кемеровская область,2008,755.141,region,False,oblast
Кемеровская область,2009,749.8349999999999,region,False,oblast
Кемеровская область,2010,679.6249999999999,region,False,oblast
Кемеровская область,2011,672.4359999999999,region,False,oblast
Кемеровская область,2012,653.188,region,False,oblast
Кемеровская область,2013,621.485,region,False,oblast
Кемеровская область,2014,588.891,region,False,oblast
Кемеровская область,2015,599.361,region,False,oblast
Кемеровская область,2016,598.081,region,False,oblast
Кемеровская область,2017,598.569,region,False,oblast
Кемеровская область,2018,536.124,region,False,oblast
Кемеровская область,2019,551.701,region,False,oblast
Кемеровская область,2020,575.971,region,False,oblast
Кемеровская область,2021,609.684,region,False,oblast
Кемеровская область - Кузбасс,2022,625.70082,region,False,oblast
Кемеровская область - Кузбасс,2023,635.26973,region,False,oblast
Кировская область,2007,398.455,region,False,oblast
Кировская область,2008,396.189,region,False,oblast
Кировская область,2009,367.708,region,False,oblast
Кировская область,2010,327.442,region,False,oblast
Кировская область,2011,349.283,region,False,oblast
Кировская область,2012,324.277,region,False,oblast
Кировская область,2013,320.758,region,False,oblast
Кировская область,2014,319.844,region,False,oblast
Кировская область,2015,312.043,region,False,oblast
Кировская область,2016,313.731,region,False,oblast
Кировская область,2017,310.047,region,False,oblast
Кировская область,2018,298.863,region,False,oblast
Кировская область,2019,291.834,region,False,oblast
Кировская область,2020,306.943,region,False,oblast
Кировская область,2021,315.303,region,False,oblast
Кировская область,2022,317.58093,region,False,oblast
Кировская область,2023,315.26108,region,False,oblast
Костромская область,2007,72.816,region,False,oblast
Костромская область,2008,74.92399999999999,region,False,oblast
Костромская область,2009,63.417,region,False,oblast
Костромская область,2010,51.874,region,False,oblast
Костромская область,2011,47.93000000000001,region,False,oblast
Костромская область,2012,45.15,region,False,oblast
Костромская область,2013,42.87500000000001,region,False,oblast
Костромская область,2014,41.073,region,False,oblast
Костромская область,2015,38.928,region,False,oblast
Костромская область,2016,39.286,region,False,oblast
Костромская область,2017,36.039,region,False,oblast
Костромская область,2018,31.523,region,False,oblast
Костромская область,2019,31.464,region,False,oblast
Костромская область,2020,28.309,region,False,oblast
Костромская область,2021,28.987,region,False,oblast
Костромская область,2022,26.9164,region,False,oblast
Костромская область,2023,25.5816,region,False,oblast
Краснодарский край,2007,2114.962,region,False,krai
Краснодарский край,2008,2239.813,region,False,krai
Краснодарский край,2009,2192.98,region,False,krai
Краснодарский край,2010,2152.927,region,False,krai
Краснодарский край,2011,2173.546,region,False,krai
Краснодарский край,2012,2161.273,region,False,krai
Краснодарский край,2013,2384.3,region,False,krai
Краснодарский край,2014,2404.654,region,False,krai
Краснодарский край,2015,2444.265,region,False,krai
Краснодарский край,2016,2470.278,region,False,krai
Краснодарский край,2017,2455.912,region,False,krai
Краснодарский край,2018,2424.697,region,False,krai
Краснодарский край,2019,2464.312,region,False,krai
Краснодарский край,2020,2532.408,region,False,krai
Краснодарский край,2021,2587.705,region,False,krai
Краснодарский край,2022,2440.07944,region,False,krai
Краснодарский край,2023,2518.27761,region,False,krai
Красноярский край,2007,921.197,region,False,krai
Красноярский край,2008,970.7640000000001,region,False,krai
Красноярский край,2009,1015.491,region,False,krai
Красноярский край,2010,978.234,region,False,krai
Красноярский край,2011,999.228,region,False,krai
Красноярский край,2012,1003.544,region,False,krai
Красноярский край,2013,1035.856,region,False,krai
Красноярский край,2014,1042.36,region,False,krai
Красноярский край,2015,1045.923,region,False,krai
Красноярский край,2016,1056.135,region,False,krai
Красноярский край,2017,1048.303,region,False,krai
Красноярский край,2018,951.228,region,False,krai
Красноярский край,2019,914.522,region,False,krai
Красноярский край,2020,932.996,region,False,krai
Красноярский край,2021,930.28,region,False,krai
Красноярский край,2022,955.24056,region,False,krai
Красноярский край,2023,938.05358,region,False,krai
Курганская область,2007,1026.896,region,False,oblast
Курганская область,2008,1091.016,region,False,oblast
Курганская область,2009,1186.786,region,False,oblast
Курганская область,2010,1109.918,region,False,oblast
Курганская область,2011,1136.007,region,False,oblast
Курганская область,2012,1145.16,region,False,oblast
Курганская область,2013,1146.669,region,False,oblast
Курганская область,2014,1134.638,region,False,oblast
Курганская область,2015,1070.608,region,False,oblast
Курганская область,2016,1100.424,region,False,oblast
Курганская область,2017,1107.936,region,False,oblast
Курганская область,2018,1041.601,region,False,oblast
Курганская область,2019,1061.086,region,False,oblast
Курганская область,2020,1091.769,region,False,oblast
Курганская область,2021,1042.779,region,False,oblast
Курганская область,2022,994.397,region,False,oblast
Курганская область,2023,1064.60227,region,False,oblast
Курская область,2007,840.227,region,False,oblast
Курская область,2008,979.434,region,False,oblast
Курская область,2009,1002.114,region,False,oblast
Курская область,2010,895.241,region,False,oblast
Курская область,2011,960.313,region,False,oblast
Курская область,2012,950.9279999999999,region,False,oblast
Курская область,2013,1009.3,region,False,oblast
Курская область,2014,982.3839999999999,region,False,oblast
Курская область,2015,1066.015,region,False,oblast
Курская область,2016,1056.874,region,False,oblast
Курская область,2017,1023.434,region,False,oblast
Курская область,2018,969.128,region,False,oblast
Курская область,2019,967.613,region,False,oblast
Курская область,2020,1041.14,region,False,oblast
Курская область,2021,1002.638,region,False,oblast
Курская область,2022,992.35588,region,False,oblast
Курская область,2023,958.555,region,False,oblast
Ленинградская область,2007,29.053,region,False,oblast
Ленинградская область,2008,34.003,region,False,oblast
